iData,roiFileName,roiHemi,conName,mean_activation
2,IFG,L,stop_as_left,1.38697591309364
3,IFG,L,stop_as_left,-0.607870730069967
4,IFG,L,stop_as_left,-3.13533069537236
5,IFG,L,stop_as_left,2.9564344218144
6,IFG,L,stop_as_left,-2.79299376561092
7,IFG,L,stop_as_left,0.357256449615726
8,IFG,L,stop_as_left,-6.10467104728405
9,IFG,L,stop_as_left,0.4706999127968
10,IFG,L,stop_as_left,-0.675387303416546
11,IFG,L,stop_as_left,-0.188758236284439
12,IFG,L,stop_as_left,1.2516405728574
13,IFG,L,stop_as_left,-1.26476097909304
14,IFG,L,stop_as_left,-1.74796670961839
15,IFG,L,stop_as_left,-0.286498585286049
16,IFG,L,stop_as_left,1.01204435240764
17,IFG,L,stop_as_left,-0.705709570875535
18,IFG,L,stop_as_left,1.15084822275318
19,IFG,L,stop_as_left,-2.46418236998411
20,IFG,L,stop_as_left,1.64381864666939
21,IFG,L,stop_as_left,2.43055347066659
22,IFG,L,stop_as_left,-0.31049552703133
23,IFG,L,stop_as_left,2.26477623673586
24,IFG,L,stop_as_left,-1.1406944007971
25,IFG,L,stop_as_left,-0.320608197783048
26,IFG,L,stop_as_left,0.089572659192177
27,IFG,L,stop_as_left,0.701499395359021
28,IFG,L,stop_as_left,0.247517011200006
29,IFG,L,stop_as_left,-1.61910544221218
30,IFG,L,stop_as_left,1.3776670980912
1,IFJ,L,stop_as_left,-0.228760880038694
2,IFJ,L,stop_as_left,1.4668854618514
3,IFJ,L,stop_as_left,-2.08813450513063
4,IFJ,L,stop_as_left,-1.89845048056708
5,IFJ,L,stop_as_left,2.52754757139418
6,IFJ,L,stop_as_left,-1.23844869655591
7,IFJ,L,stop_as_left,2.08248121208615
8,IFJ,L,stop_as_left,-3.27503300596167
9,IFJ,L,stop_as_left,-0.978948153003498
10,IFJ,L,stop_as_left,-1.97312605049875
11,IFJ,L,stop_as_left,-0.107230029793249
12,IFJ,L,stop_as_left,-0.121601244779649
13,IFJ,L,stop_as_left,0.598841799630059
14,IFJ,L,stop_as_left,-1.52302642414967
15,IFJ,L,stop_as_left,-1.50137602289518
16,IFJ,L,stop_as_left,0.764818341091827
17,IFJ,L,stop_as_left,1.81362610324113
18,IFJ,L,stop_as_left,1.4362631910653
19,IFJ,L,stop_as_left,-1.04278960686039
20,IFJ,L,stop_as_left,-0.0906455340208831
21,IFJ,L,stop_as_left,1.37631909052531
22,IFJ,L,stop_as_left,-0.683850625046977
23,IFJ,L,stop_as_left,2.17860918133347
24,IFJ,L,stop_as_left,0.151668527680967
25,IFJ,L,stop_as_left,0.0528848425105766
26,IFJ,L,stop_as_left,-0.72980216090326
27,IFJ,L,stop_as_left,0.873694488330296
28,IFJ,L,stop_as_left,0.573958793724025
29,IFJ,L,stop_as_left,-0.350378000073963
30,IFJ,L,stop_as_left,0.603961192347385
1,M1,L,stop_as_left,0.565389482511414
2,M1,L,stop_as_left,2.20118430256844
3,M1,L,stop_as_left,2.57231808371014
4,M1,L,stop_as_left,-1.87126945124732
5,M1,L,stop_as_left,0.148839130169815
6,M1,L,stop_as_left,-3.18896904587746
7,M1,L,stop_as_left,1.64085317651431
8,M1,L,stop_as_left,-2.7379087648458
9,M1,L,stop_as_left,1.69516457782851
10,M1,L,stop_as_left,-1.90973687171936
11,M1,L,stop_as_left,1.94910094473097
12,M1,L,stop_as_left,-0.928246679405371
13,M1,L,stop_as_left,-0.288748602072398
14,M1,L,stop_as_left,-0.571219853228993
15,M1,L,stop_as_left,-1.60476952791214
16,M1,L,stop_as_left,3.58676676617728
17,M1,L,stop_as_left,-0.832051240942544
18,M1,L,stop_as_left,2.42922586864895
19,M1,L,stop_as_left,-2.69742160704401
20,M1,L,stop_as_left,2.14346557855606
21,M1,L,stop_as_left,2.93326815962791
22,M1,L,stop_as_left,0.210581039388975
23,M1,L,stop_as_left,3.09748903248045
24,M1,L,stop_as_left,-0.298010153695941
25,M1,L,stop_as_left,-0.0554070942517784
26,M1,L,stop_as_left,1.28271777762307
27,M1,L,stop_as_left,-0.272943354315228
28,M1,L,stop_as_left,3.04163083102968
29,M1,L,stop_as_left,0.82601686153147
30,M1,L,stop_as_left,0.543418678972456
1,PMd,L,stop_as_left,0.795353911243952
2,PMd,L,stop_as_left,3.17490311463674
3,PMd,L,stop_as_left,3.30888998260101
4,PMd,L,stop_as_left,-2.38327146321535
5,PMd,L,stop_as_left,1.68741561353207
6,PMd,L,stop_as_left,-2.69131390959024
7,PMd,L,stop_as_left,3.9484348984865
8,PMd,L,stop_as_left,-7.85272628751894
9,PMd,L,stop_as_left,1.21739467680454
10,PMd,L,stop_as_left,-0.772731887606474
11,PMd,L,stop_as_left,2.36555172961492
12,PMd,L,stop_as_left,1.0185690484941
13,PMd,L,stop_as_left,1.56685208108114
14,PMd,L,stop_as_left,-0.256339293438941
15,PMd,L,stop_as_left,-0.641676468998194
16,PMd,L,stop_as_left,4.67448544048745
17,PMd,L,stop_as_left,2.0142919421196
18,PMd,L,stop_as_left,4.39879775964297
19,PMd,L,stop_as_left,0.128060454932543
20,PMd,L,stop_as_left,3.18527529789851
21,PMd,L,stop_as_left,2.72930499108938
22,PMd,L,stop_as_left,0.723364926576614
23,PMd,L,stop_as_left,6.26092543701331
24,PMd,L,stop_as_left,1.21864236518741
25,PMd,L,stop_as_left,0.973724671949943
26,PMd,L,stop_as_left,1.1131397391168
27,PMd,L,stop_as_left,1.73856747608918
28,PMd,L,stop_as_left,3.38361183955119
29,PMd,L,stop_as_left,1.47591953094189
30,PMd,L,stop_as_left,2.61399914438908
1,SMA,L,stop_as_left,0.789884897029918
2,SMA,L,stop_as_left,4.65968712568283
3,SMA,L,stop_as_left,1.90037579912888
4,SMA,L,stop_as_left,-2.13442049473524
5,SMA,L,stop_as_left,-0.81410271559088
6,SMA,L,stop_as_left,-5.00768713951111
7,SMA,L,stop_as_left,4.37064424653848
8,SMA,L,stop_as_left,-4.08376288257147
9,SMA,L,stop_as_left,3.93460430453221
10,SMA,L,stop_as_left,0.443427700549364
11,SMA,L,stop_as_left,0.389826233752749
12,SMA,L,stop_as_left,1.28106777866681
13,SMA,L,stop_as_left,0.113931342752443
14,SMA,L,stop_as_left,0.349552655592561
15,SMA,L,stop_as_left,-2.43887890091068
16,SMA,L,stop_as_left,4.31856308093196
17,SMA,L,stop_as_left,0.419585014134645
18,SMA,L,stop_as_left,2.22815266102552
19,SMA,L,stop_as_left,0.63777029336918
20,SMA,L,stop_as_left,1.08982617501169
21,SMA,L,stop_as_left,1.67367394978092
22,SMA,L,stop_as_left,-0.516061883419752
23,SMA,L,stop_as_left,3.98796872716201
24,SMA,L,stop_as_left,-0.0976836900744173
25,SMA,L,stop_as_left,-1.9482282047922
26,SMA,L,stop_as_left,0.0819652605624426
27,SMA,L,stop_as_left,1.08641750268314
28,SMA,L,stop_as_left,1.5631839742786
29,SMA,L,stop_as_left,-0.196848879689756
30,SMA,L,stop_as_left,0.538327804361672
1,Striatum,L,stop_as_left,-1.1449768965443
2,Striatum,L,stop_as_left,1.3453966875871
3,Striatum,L,stop_as_left,2.54389891856247
4,Striatum,L,stop_as_left,-2.67843279573652
5,Striatum,L,stop_as_left,9.20268069373237
6,Striatum,L,stop_as_left,-2.84587707122167
7,Striatum,L,stop_as_left,2.70687884092331
8,Striatum,L,stop_as_left,-6.19909429550171
9,Striatum,L,stop_as_left,2.42908480101162
10,Striatum,L,stop_as_left,-0.959274743994077
11,Striatum,L,stop_as_left,-0.175838341884729
12,Striatum,L,stop_as_left,2.6159477101432
13,Striatum,L,stop_as_left,-1.85195850580931
14,Striatum,L,stop_as_left,-1.77455366154512
15,Striatum,L,stop_as_left,-0.809836658545666
16,Striatum,L,stop_as_left,0.703976130319966
17,Striatum,L,stop_as_left,2.90402437912093
18,Striatum,L,stop_as_left,1.53131798592707
19,Striatum,L,stop_as_left,-3.23754555649228
20,Striatum,L,stop_as_left,0.252905087338554
21,Striatum,L,stop_as_left,1.31841967337661
22,Striatum,L,stop_as_left,-2.96164420578215
23,Striatum,L,stop_as_left,4.83661511209276
24,Striatum,L,stop_as_left,0.0946224429127243
25,Striatum,L,stop_as_left,0.553805802431371
26,Striatum,L,stop_as_left,-0.506518033643564
27,Striatum,L,stop_as_left,1.23939035305132
28,Striatum,L,stop_as_left,-0.352840135494868
29,Striatum,L,stop_as_left,1.40311740007665
30,Striatum,L,stop_as_left,-1.22063652674357
1,preSMA,L,stop_as_left,0.0576715478301048
2,preSMA,L,stop_as_left,1.17676118046045
3,preSMA,L,stop_as_left,1.25499189317226
4,preSMA,L,stop_as_left,0.236729989275336
5,preSMA,L,stop_as_left,2.51258011817932
6,preSMA,L,stop_as_left,-0.569671112000942
7,preSMA,L,stop_as_left,2.13158479094505
8,preSMA,L,stop_as_left,-3.45048232078552
9,preSMA,L,stop_as_left,-1.76726839154959
10,preSMA,L,stop_as_left,0.335685614943504
11,preSMA,L,stop_as_left,0.278899285942316
12,preSMA,L,stop_as_left,1.52826201319695
13,preSMA,L,stop_as_left,1.0279733979702
14,preSMA,L,stop_as_left,-1.05201354473829
15,preSMA,L,stop_as_left,-0.263329945355654
16,preSMA,L,stop_as_left,-0.355595061630011
17,preSMA,L,stop_as_left,0.926565548628569
18,preSMA,L,stop_as_left,0.0601377885788679
19,preSMA,L,stop_as_left,-0.0155311022698879
20,preSMA,L,stop_as_left,-0.452954672574997
21,preSMA,L,stop_as_left,-0.472859052121639
22,preSMA,L,stop_as_left,-0.304195852279663
23,preSMA,L,stop_as_left,0.173825553059578
24,preSMA,L,stop_as_left,-0.0798128733038902
25,preSMA,L,stop_as_left,0.792064205408096
26,preSMA,L,stop_as_left,-0.624020588994026
27,preSMA,L,stop_as_left,0.521812284737825
28,preSMA,L,stop_as_left,2.35412737369537
29,preSMA,L,stop_as_left,-1.13146344661713
30,preSMA,L,stop_as_left,1.34758028268814
1,IFG,L,stop_as_right,1.35924775325335
2,IFG,L,stop_as_right,0.552151945347969
3,IFG,L,stop_as_right,-0.0177346307497758
4,IFG,L,stop_as_right,-1.29964984494906
5,IFG,L,stop_as_right,2.65180648576755
6,IFG,L,stop_as_right,-4.96467710458315
7,IFG,L,stop_as_right,1.11699544810332
8,IFG,L,stop_as_right,-6.02407946036412
9,IFG,L,stop_as_right,0.937168134519687
10,IFG,L,stop_as_right,-0.438616015590154
11,IFG,L,stop_as_right,0.0207009473099158
12,IFG,L,stop_as_right,0.660016250151854
13,IFG,L,stop_as_right,-0.536675293858235
14,IFG,L,stop_as_right,-2.13954742568044
15,IFG,L,stop_as_right,0.0540968830195757
16,IFG,L,stop_as_right,1.42740129564817
17,IFG,L,stop_as_right,-0.0578717663884163
18,IFG,L,stop_as_right,1.50019413920549
19,IFG,L,stop_as_right,0.819391517111888
20,IFG,L,stop_as_right,2.20122557649246
21,IFG,L,stop_as_right,2.30720259134586
22,IFG,L,stop_as_right,1.61662508432682
23,IFG,L,stop_as_right,-0.0409111049241171
24,IFG,L,stop_as_right,0.49266411879888
25,IFG,L,stop_as_right,-0.361002774586758
26,IFG,L,stop_as_right,0.306593839437343
27,IFG,L,stop_as_right,0.702399850258819
28,IFG,L,stop_as_right,0.717047850673015
29,IFG,L,stop_as_right,-1.33494471013546
30,IFG,L,stop_as_right,0.035003729737722
1,IFJ,L,stop_as_right,-0.552227752524669
2,IFJ,L,stop_as_right,0.668509283551463
3,IFJ,L,stop_as_right,-1.59455637799369
4,IFJ,L,stop_as_right,-1.52125802746526
5,IFJ,L,stop_as_right,3.44613594479031
6,IFJ,L,stop_as_right,-4.22726458090323
7,IFJ,L,stop_as_right,2.71991107695633
8,IFJ,L,stop_as_right,-2.55312571674585
9,IFJ,L,stop_as_right,-0.0879818177609532
10,IFJ,L,stop_as_right,-1.39159278295658
11,IFJ,L,stop_as_right,0.223562483986219
12,IFJ,L,stop_as_right,-0.292618638387433
13,IFJ,L,stop_as_right,0.825211389197244
14,IFJ,L,stop_as_right,-0.0910362383281743
15,IFJ,L,stop_as_right,-0.900117428766357
16,IFJ,L,stop_as_right,-0.182901277862213
17,IFJ,L,stop_as_right,1.84602465756513
18,IFJ,L,stop_as_right,1.16976836599686
19,IFJ,L,stop_as_right,1.17853681384413
20,IFJ,L,stop_as_right,0.139561439002002
21,IFJ,L,stop_as_right,0.696068239156847
22,IFJ,L,stop_as_right,1.32684173462568
23,IFJ,L,stop_as_right,2.24944014074626
24,IFJ,L,stop_as_right,0.13883474138048
25,IFJ,L,stop_as_right,0.131783578130934
26,IFJ,L,stop_as_right,-0.557647150285818
27,IFJ,L,stop_as_right,1.71182690064112
28,IFJ,L,stop_as_right,1.33312884000716
29,IFJ,L,stop_as_right,-0.394317683246401
30,IFJ,L,stop_as_right,-0.128001513908169
1,M1,L,stop_as_right,-1.82800089485115
2,M1,L,stop_as_right,-1.47190553281042
3,M1,L,stop_as_right,0.78938222097026
4,M1,L,stop_as_right,-2.29474563731088
5,M1,L,stop_as_right,-2.25428440090683
6,M1,L,stop_as_right,-7.696025662952
7,M1,L,stop_as_right,-1.70032010641363
8,M1,L,stop_as_right,-4.8843187491099
9,M1,L,stop_as_right,0.255142862598101
10,M1,L,stop_as_right,-2.90154119663768
11,M1,L,stop_as_right,-0.680446240637038
12,M1,L,stop_as_right,-4.61485093832016
13,M1,L,stop_as_right,-2.22395837803682
14,M1,L,stop_as_right,-0.921973610089885
15,M1,L,stop_as_right,-1.97484634982215
16,M1,L,stop_as_right,-0.858501240611076
17,M1,L,stop_as_right,-1.17564838296837
18,M1,L,stop_as_right,-1.14605042007234
19,M1,L,stop_as_right,-4.9772946106063
20,M1,L,stop_as_right,0.827915337350633
21,M1,L,stop_as_right,0.087834524611632
22,M1,L,stop_as_right,-5.1597031156222
23,M1,L,stop_as_right,2.18893349170685
24,M1,L,stop_as_right,-1.65574819842974
25,M1,L,stop_as_right,-3.28127588828405
26,M1,L,stop_as_right,-1.6744606660472
27,M1,L,stop_as_right,-2.28319269170364
28,M1,L,stop_as_right,-2.44287969668706
29,M1,L,stop_as_right,-1.19234028624164
30,M1,L,stop_as_right,-1.50330156501797
1,PMd,L,stop_as_right,0.881110991709507
2,PMd,L,stop_as_right,0.900576469798883
3,PMd,L,stop_as_right,3.80556806921959
4,PMd,L,stop_as_right,2.02137090017398
5,PMd,L,stop_as_right,1.79491419613361
6,PMd,L,stop_as_right,-7.10824934005737
7,PMd,L,stop_as_right,3.10273663355754
8,PMd,L,stop_as_right,-5.1294710021466
9,PMd,L,stop_as_right,0.968196340799332
10,PMd,L,stop_as_right,-0.415673050456322
11,PMd,L,stop_as_right,2.26916664151045
12,PMd,L,stop_as_right,1.39738168395483
13,PMd,L,stop_as_right,0.0124632683785065
14,PMd,L,stop_as_right,0.624951291518907
15,PMd,L,stop_as_right,0.148949746191502
16,PMd,L,stop_as_right,4.5766017185929
17,PMd,L,stop_as_right,3.02920804573939
18,PMd,L,stop_as_right,3.95818093189826
19,PMd,L,stop_as_right,-0.177569265548999
20,PMd,L,stop_as_right,3.21098434466582
21,PMd,L,stop_as_right,2.45310009500155
22,PMd,L,stop_as_right,1.74777168750763
23,PMd,L,stop_as_right,4.93593207995097
24,PMd,L,stop_as_right,2.24604389965534
25,PMd,L,stop_as_right,-0.379665292178591
26,PMd,L,stop_as_right,1.29137220119055
27,PMd,L,stop_as_right,2.49169727472159
28,PMd,L,stop_as_right,2.27096501422616
29,PMd,L,stop_as_right,2.55106607308755
30,PMd,L,stop_as_right,1.89668176151239
1,SMA,L,stop_as_right,1.10202819918809
2,SMA,L,stop_as_right,2.65475891530514
3,SMA,L,stop_as_right,2.76756210703599
4,SMA,L,stop_as_right,1.04594571664929
5,SMA,L,stop_as_right,0.547005751303264
6,SMA,L,stop_as_right,-9.4863559961319
7,SMA,L,stop_as_right,1.56387215480208
8,SMA,L,stop_as_right,-2.07480619612493
9,SMA,L,stop_as_right,1.15330766265591
10,SMA,L,stop_as_right,0.591725711524486
11,SMA,L,stop_as_right,0.826582938432693
12,SMA,L,stop_as_right,1.58618268512544
13,SMA,L,stop_as_right,-3.84727175368203
14,SMA,L,stop_as_right,0.61422922257334
15,SMA,L,stop_as_right,-1.82417836746103
16,SMA,L,stop_as_right,3.06427049950549
17,SMA,L,stop_as_right,2.20326637029648
18,SMA,L,stop_as_right,3.87009720876813
19,SMA,L,stop_as_right,-0.24360584857918
20,SMA,L,stop_as_right,0.671635692769831
21,SMA,L,stop_as_right,-0.0240360526811509
22,SMA,L,stop_as_right,0.387934243513478
23,SMA,L,stop_as_right,2.23752231346933
24,SMA,L,stop_as_right,1.38265828539928
25,SMA,L,stop_as_right,-1.60246674581008
26,SMA,L,stop_as_right,1.05274586698839
27,SMA,L,stop_as_right,0.923863310852776
28,SMA,L,stop_as_right,1.4776615531821
29,SMA,L,stop_as_right,-1.191789649103
30,SMA,L,stop_as_right,0.375042332903199
1,Striatum,L,stop_as_right,-1.33812992771467
2,Striatum,L,stop_as_right,1.08713709314664
3,Striatum,L,stop_as_right,2.95535554654068
4,Striatum,L,stop_as_right,-0.117405101656914
5,Striatum,L,stop_as_right,9.80078066719903
6,Striatum,L,stop_as_right,-3.51497057411406
7,Striatum,L,stop_as_right,3.64101969533496
8,Striatum,L,stop_as_right,-3.31785084141625
9,Striatum,L,stop_as_right,1.67402802904447
10,Striatum,L,stop_as_right,-0.712219995963905
11,Striatum,L,stop_as_right,-0.520457948247592
12,Striatum,L,stop_as_right,2.17153405149778
13,Striatum,L,stop_as_right,-0.264828431109587
14,Striatum,L,stop_as_right,-0.308644086122513
15,Striatum,L,stop_as_right,-1.73110680033763
16,Striatum,L,stop_as_right,1.06643303897646
17,Striatum,L,stop_as_right,3.49596700072289
18,Striatum,L,stop_as_right,2.60720768902037
19,Striatum,L,stop_as_right,1.33913738363319
20,Striatum,L,stop_as_right,-0.891314109166463
21,Striatum,L,stop_as_right,1.23980964637465
22,Striatum,L,stop_as_right,-3.40490173631244
23,Striatum,L,stop_as_right,5.56393494208654
24,Striatum,L,stop_as_right,-0.526093606319692
25,Striatum,L,stop_as_right,2.15661070081923
26,Striatum,L,stop_as_right,-0.110122648171253
27,Striatum,L,stop_as_right,0.873173039820459
28,Striatum,L,stop_as_right,-0.169373533998926
29,Striatum,L,stop_as_right,2.48300734493468
30,Striatum,L,stop_as_right,-1.8390899217791
1,preSMA,L,stop_as_right,0.432501515299082
2,preSMA,L,stop_as_right,-0.393579106330872
3,preSMA,L,stop_as_right,1.8673269867897
4,preSMA,L,stop_as_right,1.20415816277266
5,preSMA,L,stop_as_right,1.9440900683403
6,preSMA,L,stop_as_right,-2.81685814738274
7,preSMA,L,stop_as_right,1.81794929519296
8,preSMA,L,stop_as_right,-2.73397574543953
9,preSMA,L,stop_as_right,-0.396502298414707
10,preSMA,L,stop_as_right,0.233352976590395
11,preSMA,L,stop_as_right,0.754875925183296
12,preSMA,L,stop_as_right,2.03176868677139
13,preSMA,L,stop_as_right,0.529333603382111
14,preSMA,L,stop_as_right,-0.292609679065645
15,preSMA,L,stop_as_right,0.769861484467983
16,preSMA,L,stop_as_right,-0.284960587024689
17,preSMA,L,stop_as_right,1.16107926100492
18,preSMA,L,stop_as_right,0.414457042664289
19,preSMA,L,stop_as_right,0.292516467571259
20,preSMA,L,stop_as_right,0.206419431865215
21,preSMA,L,stop_as_right,-0.842001642584801
22,preSMA,L,stop_as_right,0.637682520225644
23,preSMA,L,stop_as_right,0.753810296654701
24,preSMA,L,stop_as_right,0.566300775110722
25,preSMA,L,stop_as_right,0.408656940460205
26,preSMA,L,stop_as_right,-0.652362059652805
27,preSMA,L,stop_as_right,0.972781563252211
28,preSMA,L,stop_as_right,1.51821861505508
29,preSMA,L,stop_as_right,-0.296754384040833
30,preSMA,L,stop_as_right,1.02761610686779
1,IFG,L,stop_ss,0.379120769409033
2,IFG,L,stop_ss,0.257545519906741
3,IFG,L,stop_ss,0.901812757437046
4,IFG,L,stop_ss,-2.93095451593399
5,IFG,L,stop_ss,-0.796458507673098
6,IFG,L,stop_ss,-1.61310830712318
7,IFG,L,stop_ss,0.0116451925669725
8,IFG,L,stop_ss,-6.48951502029712
9,IFG,L,stop_ss,1.24881549645215
10,IFG,L,stop_ss,-1.01836467305055
11,IFG,L,stop_ss,-0.730699942662166
12,IFG,L,stop_ss,1.12367324416454
13,IFG,L,stop_ss,-0.815865018046819
14,IFG,L,stop_ss,-1.06840622482392
15,IFG,L,stop_ss,-0.00393023943671813
16,IFG,L,stop_ss,-0.201306049067241
17,IFG,L,stop_ss,1.37029420469816
18,IFG,L,stop_ss,-1.16511455264229
19,IFG,L,stop_ss,-1.10203313254393
20,IFG,L,stop_ss,1.9766867183722
21,IFG,L,stop_ss,1.3849955281386
22,IFG,L,stop_ss,-1.92646618645925
23,IFG,L,stop_ss,2.27001329339468
24,IFG,L,stop_ss,-0.760662825205005
25,IFG,L,stop_ss,-0.807376848390469
26,IFG,L,stop_ss,-0.896079843147443
27,IFG,L,stop_ss,0.369170557420987
28,IFG,L,stop_ss,-0.967680700696432
29,IFG,L,stop_ss,-1.28981094520826
30,IFG,L,stop_ss,-0.000117501673790125
1,IFJ,L,stop_ss,-1.69640933915421
2,IFJ,L,stop_ss,1.01111412158719
3,IFJ,L,stop_ss,-1.83955816869383
4,IFJ,L,stop_ss,-3.84655725514447
5,IFJ,L,stop_ss,-1.429821099948
6,IFJ,L,stop_ss,-0.472591160072221
7,IFJ,L,stop_ss,-0.394449163918142
8,IFJ,L,stop_ss,-4.23259599120529
9,IFJ,L,stop_ss,-0.719139011369811
10,IFJ,L,stop_ss,-2.42715409066942
11,IFJ,L,stop_ss,0.338783800326012
12,IFJ,L,stop_ss,-0.0282639539628117
13,IFJ,L,stop_ss,0.536022677741669
14,IFJ,L,stop_ss,-0.444758794097989
15,IFJ,L,stop_ss,-1.25518786741628
16,IFJ,L,stop_ss,-1.93765915985461
17,IFJ,L,stop_ss,0.482394647819025
18,IFJ,L,stop_ss,-0.155342463541914
19,IFJ,L,stop_ss,0.459095864936158
20,IFJ,L,stop_ss,0.575309815230193
21,IFJ,L,stop_ss,-0.033135131691341
22,IFJ,L,stop_ss,-3.3495346793422
23,IFJ,L,stop_ss,1.06443822839194
24,IFJ,L,stop_ss,-1.27914765311612
25,IFJ,L,stop_ss,-1.86071560725018
26,IFJ,L,stop_ss,-1.4028590950701
27,IFJ,L,stop_ss,-0.206985353975108
28,IFJ,L,stop_ss,-0.517693819271194
29,IFJ,L,stop_ss,-0.143346122845455
30,IFJ,L,stop_ss,-0.0130105490485827
1,M1,L,stop_ss,-1.81182786480834
2,M1,L,stop_ss,-1.86594590875838
3,M1,L,stop_ss,1.76236249340905
4,M1,L,stop_ss,-3.73764741420746
5,M1,L,stop_ss,-6.5445175435808
6,M1,L,stop_ss,-4.64350748724408
7,M1,L,stop_ss,-1.35220712423325
8,M1,L,stop_ss,-3.93889408310254
9,M1,L,stop_ss,2.27328960845868
10,M1,L,stop_ss,-5.45936059951782
11,M1,L,stop_ss,-2.1427472697364
12,M1,L,stop_ss,-3.54944573508369
13,M1,L,stop_ss,-3.12895720286502
14,M1,L,stop_ss,-1.98246510161294
15,M1,L,stop_ss,-2.55938748518626
16,M1,L,stop_ss,-1.91966123878956
17,M1,L,stop_ss,-0.387934083222515
18,M1,L,stop_ss,-2.93200930953026
19,M1,L,stop_ss,-2.9139001833068
20,M1,L,stop_ss,0.538734943088558
21,M1,L,stop_ss,0.0524751585390833
22,M1,L,stop_ss,-7.39257617791494
23,M1,L,stop_ss,1.47566188044018
24,M1,L,stop_ss,-0.863822826908694
25,M1,L,stop_ss,-3.90240309635798
26,M1,L,stop_ss,-2.14236980345514
27,M1,L,stop_ss,-3.01721695727772
28,M1,L,stop_ss,-1.69480215013027
29,M1,L,stop_ss,-2.62384268972609
30,M1,L,stop_ss,-1.19180903231932
1,PMd,L,stop_ss,-0.16507946814482
2,PMd,L,stop_ss,-0.309225730908414
3,PMd,L,stop_ss,2.98066651572784
4,PMd,L,stop_ss,-6.22677367428939
5,PMd,L,stop_ss,-4.29261457443237
6,PMd,L,stop_ss,-0.286304113268852
7,PMd,L,stop_ss,0.523604323084538
8,PMd,L,stop_ss,-7.53887389103572
9,PMd,L,stop_ss,-1.61427784442902
10,PMd,L,stop_ss,-2.63053551087013
11,PMd,L,stop_ss,-0.845885147268955
12,PMd,L,stop_ss,0.217314044013619
13,PMd,L,stop_ss,-0.648151963949203
14,PMd,L,stop_ss,-0.392214701200525
15,PMd,L,stop_ss,-0.834198738336563
16,PMd,L,stop_ss,0.236851947787015
17,PMd,L,stop_ss,1.97104195906566
18,PMd,L,stop_ss,-1.12609628759898
19,PMd,L,stop_ss,-0.464985468639777
20,PMd,L,stop_ss,1.43822540915929
21,PMd,L,stop_ss,-0.212732251733541
22,PMd,L,stop_ss,-3.44672598838806
23,PMd,L,stop_ss,3.8196319565177
24,PMd,L,stop_ss,0.355218379944563
25,PMd,L,stop_ss,-1.55390565469861
26,PMd,L,stop_ss,0.300916753136195
27,PMd,L,stop_ss,-0.385163148148702
28,PMd,L,stop_ss,-0.947889102193025
29,PMd,L,stop_ss,-1.01526457128616
30,PMd,L,stop_ss,-0.101687010807487
1,SMA,L,stop_ss,0.607384322778038
2,SMA,L,stop_ss,1.77674908563495
3,SMA,L,stop_ss,2.85918452237782
4,SMA,L,stop_ss,-4.05218025296926
5,SMA,L,stop_ss,-3.49564799311615
6,SMA,L,stop_ss,-4.2976717799902
7,SMA,L,stop_ss,1.10792195983231
8,SMA,L,stop_ss,-2.74154669516965
9,SMA,L,stop_ss,1.27876290741066
10,SMA,L,stop_ss,-0.432483058422804
11,SMA,L,stop_ss,-0.493856849995526
12,SMA,L,stop_ss,-0.037815572250457
13,SMA,L,stop_ss,-2.07991912961006
14,SMA,L,stop_ss,-1.02306919265538
15,SMA,L,stop_ss,-1.99591875154721
16,SMA,L,stop_ss,1.7365320732719
17,SMA,L,stop_ss,2.16699993014336
18,SMA,L,stop_ss,-0.268013330176473
19,SMA,L,stop_ss,0.3633886298963
20,SMA,L,stop_ss,0.0939760265702551
21,SMA,L,stop_ss,1.03792669233822
22,SMA,L,stop_ss,-3.31900103473001
23,SMA,L,stop_ss,2.96319111083683
24,SMA,L,stop_ss,1.26664437850316
25,SMA,L,stop_ss,-2.81800661845641
26,SMA,L,stop_ss,-0.768297016620636
27,SMA,L,stop_ss,0.828369095921516
28,SMA,L,stop_ss,-0.259707458905484
29,SMA,L,stop_ss,-0.301896725335847
30,SMA,L,stop_ss,-0.0808830935427028
1,Striatum,L,stop_ss,-2.17624164289898
2,Striatum,L,stop_ss,-0.69732943839497
3,Striatum,L,stop_ss,2.5529749782549
4,Striatum,L,stop_ss,-3.76292193929354
5,Striatum,L,stop_ss,2.6128126250373
6,Striatum,L,stop_ss,-1.36290902644396
7,Striatum,L,stop_ss,-0.732240979042318
8,Striatum,L,stop_ss,-5.91709934340583
9,Striatum,L,stop_ss,0.562682212226921
10,Striatum,L,stop_ss,-2.10598136650191
11,Striatum,L,stop_ss,-1.0675421613786
12,Striatum,L,stop_ss,-0.31784738931391
13,Striatum,L,stop_ss,-1.30969912144873
14,Striatum,L,stop_ss,-0.562501083645556
15,Striatum,L,stop_ss,-0.476471751928329
16,Striatum,L,stop_ss,-2.35955796804693
17,Striatum,L,stop_ss,1.97138722075356
18,Striatum,L,stop_ss,-1.76824686427911
19,Striatum,L,stop_ss,-1.88626227279504
20,Striatum,L,stop_ss,-0.103279290927781
21,Striatum,L,stop_ss,-0.90230885727538
22,Striatum,L,stop_ss,-4.65784860319561
23,Striatum,L,stop_ss,2.31453151835336
24,Striatum,L,stop_ss,-1.0610687115954
25,Striatum,L,stop_ss,-0.861075640345613
