iData,roiFileName,roiHemi,conName,mean_activation
4,M1,R,stop_as_left_vs_no_signal_slow,-4.61677694320679
5,M1,R,stop_as_left_vs_no_signal_slow,-2.55471653687327
6,M1,R,stop_as_left_vs_no_signal_slow,-3.7500680057626
7,M1,R,stop_as_left_vs_no_signal_slow,-0.895992203762657
8,M1,R,stop_as_left_vs_no_signal_slow,-4.00124504691676
9,M1,R,stop_as_left_vs_no_signal_slow,-1.16663553918663
10,M1,R,stop_as_left_vs_no_signal_slow,-1.97606321071324
11,M1,R,stop_as_left_vs_no_signal_slow,-0.495628804948769
12,M1,R,stop_as_left_vs_no_signal_slow,-3.25827973767331
13,M1,R,stop_as_left_vs_no_signal_slow,-1.19045223374116
14,M1,R,stop_as_left_vs_no_signal_slow,-1.90870474514208
15,M1,R,stop_as_left_vs_no_signal_slow,-2.24137135869578
16,M1,R,stop_as_left_vs_no_signal_slow,-2.41812598077874
17,M1,R,stop_as_left_vs_no_signal_slow,-2.71021605165381
18,M1,R,stop_as_left_vs_no_signal_slow,-0.0423530110795247
19,M1,R,stop_as_left_vs_no_signal_slow,-2.82045405162008
20,M1,R,stop_as_left_vs_no_signal_slow,-1.93484162343176
21,M1,R,stop_as_left_vs_no_signal_slow,-0.442643226369431
22,M1,R,stop_as_left_vs_no_signal_slow,-5.20361175035176
23,M1,R,stop_as_left_vs_no_signal_slow,0.201092854926461
24,M1,R,stop_as_left_vs_no_signal_slow,-2.34421643945906
25,M1,R,stop_as_left_vs_no_signal_slow,-1.90686426037236
26,M1,R,stop_as_left_vs_no_signal_slow,-1.71615842141603
27,M1,R,stop_as_left_vs_no_signal_slow,-1.1454933787647
28,M1,R,stop_as_left_vs_no_signal_slow,-1.96828134593211
29,M1,R,stop_as_left_vs_no_signal_slow,-0.913908017309088
30,M1,R,stop_as_left_vs_no_signal_slow,-1.19689616404082
1,PMd,R,stop_as_left_vs_no_signal_slow,1.20245037743678
2,PMd,R,stop_as_left_vs_no_signal_slow,3.50967618593803
3,PMd,R,stop_as_left_vs_no_signal_slow,4.53685681819916
4,PMd,R,stop_as_left_vs_no_signal_slow,2.03403134472095
5,PMd,R,stop_as_left_vs_no_signal_slow,-0.791275719037423
6,PMd,R,stop_as_left_vs_no_signal_slow,-0.167394450077644
7,PMd,R,stop_as_left_vs_no_signal_slow,6.43171807435843
8,PMd,R,stop_as_left_vs_no_signal_slow,2.63977079437329
9,PMd,R,stop_as_left_vs_no_signal_slow,2.36092483768096
10,PMd,R,stop_as_left_vs_no_signal_slow,2.10999680711673
11,PMd,R,stop_as_left_vs_no_signal_slow,2.07274286792828
12,PMd,R,stop_as_left_vs_no_signal_slow,1.23385088718854
13,PMd,R,stop_as_left_vs_no_signal_slow,4.49529876232147
14,PMd,R,stop_as_left_vs_no_signal_slow,-2.75787137162227
15,PMd,R,stop_as_left_vs_no_signal_slow,-1.64238247533257
16,PMd,R,stop_as_left_vs_no_signal_slow,2.07210224752243
17,PMd,R,stop_as_left_vs_no_signal_slow,1.66941917171845
18,PMd,R,stop_as_left_vs_no_signal_slow,5.33478189431704
19,PMd,R,stop_as_left_vs_no_signal_slow,1.26164102568649
20,PMd,R,stop_as_left_vs_no_signal_slow,2.96564919444231
21,PMd,R,stop_as_left_vs_no_signal_slow,2.48893296489349
22,PMd,R,stop_as_left_vs_no_signal_slow,1.29353391737319
23,PMd,R,stop_as_left_vs_no_signal_slow,3.44509683664028
24,PMd,R,stop_as_left_vs_no_signal_slow,1.58513265103102
25,PMd,R,stop_as_left_vs_no_signal_slow,-0.869190346163053
26,PMd,R,stop_as_left_vs_no_signal_slow,1.08746622158931
27,PMd,R,stop_as_left_vs_no_signal_slow,1.53541854052589
28,PMd,R,stop_as_left_vs_no_signal_slow,3.39034084631847
29,PMd,R,stop_as_left_vs_no_signal_slow,4.69148341509012
30,PMd,R,stop_as_left_vs_no_signal_slow,3.82231113543877
1,SMA,R,stop_as_left_vs_no_signal_slow,-1.52764135031473
2,SMA,R,stop_as_left_vs_no_signal_slow,1.70785068571568
3,SMA,R,stop_as_left_vs_no_signal_slow,0.255661419209312
4,SMA,R,stop_as_left_vs_no_signal_slow,3.67555142500821
5,SMA,R,stop_as_left_vs_no_signal_slow,-2.07649530548798
6,SMA,R,stop_as_left_vs_no_signal_slow,-0.465082337458928
7,SMA,R,stop_as_left_vs_no_signal_slow,4.54405931451104
8,SMA,R,stop_as_left_vs_no_signal_slow,0.96314545414027
9,SMA,R,stop_as_left_vs_no_signal_slow,1.57154093980789
10,SMA,R,stop_as_left_vs_no_signal_slow,0.468764891749934
11,SMA,R,stop_as_left_vs_no_signal_slow,0.985903824783034
12,SMA,R,stop_as_left_vs_no_signal_slow,-1.17937619748868
13,SMA,R,stop_as_left_vs_no_signal_slow,1.52570072914425
14,SMA,R,stop_as_left_vs_no_signal_slow,-1.24481735229492
15,SMA,R,stop_as_left_vs_no_signal_slow,-4.78568220436573
16,SMA,R,stop_as_left_vs_no_signal_slow,2.18501419926945
17,SMA,R,stop_as_left_vs_no_signal_slow,-1.47878013923764
18,SMA,R,stop_as_left_vs_no_signal_slow,6.03495656816583
19,SMA,R,stop_as_left_vs_no_signal_slow,-0.74606805741787
20,SMA,R,stop_as_left_vs_no_signal_slow,1.11224777783666
21,SMA,R,stop_as_left_vs_no_signal_slow,1.45140953739174
22,SMA,R,stop_as_left_vs_no_signal_slow,0.437074052660089
23,SMA,R,stop_as_left_vs_no_signal_slow,2.70972513490253
24,SMA,R,stop_as_left_vs_no_signal_slow,0.597408523685054
25,SMA,R,stop_as_left_vs_no_signal_slow,-2.20443812722252
26,SMA,R,stop_as_left_vs_no_signal_slow,1.53211982548237
27,SMA,R,stop_as_left_vs_no_signal_slow,0.290221396833658
28,SMA,R,stop_as_left_vs_no_signal_slow,1.74699630235371
29,SMA,R,stop_as_left_vs_no_signal_slow,1.53389785570257
30,SMA,R,stop_as_left_vs_no_signal_slow,2.23560207656452
1,Striatum,R,stop_as_left_vs_no_signal_slow,1.61363003849983
2,Striatum,R,stop_as_left_vs_no_signal_slow,1.79364714622498
3,Striatum,R,stop_as_left_vs_no_signal_slow,2.4836262524128
4,Striatum,R,stop_as_left_vs_no_signal_slow,-0.343122379668057
5,Striatum,R,stop_as_left_vs_no_signal_slow,5.21216825246811
6,Striatum,R,stop_as_left_vs_no_signal_slow,0.581017677485943
7,Striatum,R,stop_as_left_vs_no_signal_slow,3.29064673781395
8,Striatum,R,stop_as_left_vs_no_signal_slow,-2.22907430529594
9,Striatum,R,stop_as_left_vs_no_signal_slow,1.47004217244685
10,Striatum,R,stop_as_left_vs_no_signal_slow,1.44765214025974
11,Striatum,R,stop_as_left_vs_no_signal_slow,1.33021689653397
12,Striatum,R,stop_as_left_vs_no_signal_slow,2.58970981836319
13,Striatum,R,stop_as_left_vs_no_signal_slow,0.649131831526756
14,Striatum,R,stop_as_left_vs_no_signal_slow,0.640263113379478
15,Striatum,R,stop_as_left_vs_no_signal_slow,0.351851915568113
16,Striatum,R,stop_as_left_vs_no_signal_slow,3.82886913716793
17,Striatum,R,stop_as_left_vs_no_signal_slow,1.49442136064172
18,Striatum,R,stop_as_left_vs_no_signal_slow,5.15166031122208
19,Striatum,R,stop_as_left_vs_no_signal_slow,1.10586844086647
20,Striatum,R,stop_as_left_vs_no_signal_slow,1.47014947831631
21,Striatum,R,stop_as_left_vs_no_signal_slow,1.68271041214466
22,Striatum,R,stop_as_left_vs_no_signal_slow,-0.741507481411099
23,Striatum,R,stop_as_left_vs_no_signal_slow,4.41710982322693
24,Striatum,R,stop_as_left_vs_no_signal_slow,0.694248879514635
25,Striatum,R,stop_as_left_vs_no_signal_slow,0.557029206305742
26,Striatum,R,stop_as_left_vs_no_signal_slow,0.668595708906651
27,Striatum,R,stop_as_left_vs_no_signal_slow,0.693909714370966
28,Striatum,R,stop_as_left_vs_no_signal_slow,1.02280788123608
29,Striatum,R,stop_as_left_vs_no_signal_slow,3.48280357122421
30,Striatum,R,stop_as_left_vs_no_signal_slow,-0.353555436804891
1,preSMA,R,stop_as_left_vs_no_signal_slow,2.39714623490969
2,preSMA,R,stop_as_left_vs_no_signal_slow,1.80823863214917
3,preSMA,R,stop_as_left_vs_no_signal_slow,2.4476871225569
4,preSMA,R,stop_as_left_vs_no_signal_slow,3.49824126561483
5,preSMA,R,stop_as_left_vs_no_signal_slow,1.66006129980087
6,preSMA,R,stop_as_left_vs_no_signal_slow,-0.0111419583360354
7,preSMA,R,stop_as_left_vs_no_signal_slow,2.82366312212414
8,preSMA,R,stop_as_left_vs_no_signal_slow,1.18154564499855
9,preSMA,R,stop_as_left_vs_no_signal_slow,1.38971756729815
10,preSMA,R,stop_as_left_vs_no_signal_slow,2.67057171132829
11,preSMA,R,stop_as_left_vs_no_signal_slow,0.526467784411377
12,preSMA,R,stop_as_left_vs_no_signal_slow,1.39883716901143
13,preSMA,R,stop_as_left_vs_no_signal_slow,2.39108052518633
14,preSMA,R,stop_as_left_vs_no_signal_slow,-0.767286410348283
15,preSMA,R,stop_as_left_vs_no_signal_slow,1.16707011560599
16,preSMA,R,stop_as_left_vs_no_signal_slow,-0.35018173025714
17,preSMA,R,stop_as_left_vs_no_signal_slow,0.541976554681443
18,preSMA,R,stop_as_left_vs_no_signal_slow,3.37449447313944
19,preSMA,R,stop_as_left_vs_no_signal_slow,0.886049659301837
20,preSMA,R,stop_as_left_vs_no_signal_slow,0.631071976489491
21,preSMA,R,stop_as_left_vs_no_signal_slow,1.01032862232791
22,preSMA,R,stop_as_left_vs_no_signal_slow,-0.392826742182175
23,preSMA,R,stop_as_left_vs_no_signal_slow,1.50196423298783
24,preSMA,R,stop_as_left_vs_no_signal_slow,0.129198145121336
25,preSMA,R,stop_as_left_vs_no_signal_slow,0.585385396248765
26,preSMA,R,stop_as_left_vs_no_signal_slow,1.58521050545904
27,preSMA,R,stop_as_left_vs_no_signal_slow,1.60679775228103
28,preSMA,R,stop_as_left_vs_no_signal_slow,1.12193442798323
29,preSMA,R,stop_as_left_vs_no_signal_slow,1.27975152598487
30,preSMA,R,stop_as_left_vs_no_signal_slow,2.50522076752451
1,IFG,R,stop_as_right_vs_no_signal_slow,1.92542025446892
2,IFG,R,stop_as_right_vs_no_signal_slow,1.43915617580597
3,IFG,R,stop_as_right_vs_no_signal_slow,0.715637171497712
4,IFG,R,stop_as_right_vs_no_signal_slow,1.77175714419438
5,IFG,R,stop_as_right_vs_no_signal_slow,1.27465050022763
6,IFG,R,stop_as_right_vs_no_signal_slow,-2.14429742327103
7,IFG,R,stop_as_right_vs_no_signal_slow,3.71720019212136
8,IFG,R,stop_as_right_vs_no_signal_slow,2.3278431227574
9,IFG,R,stop_as_right_vs_no_signal_slow,-0.874798734027606
10,IFG,R,stop_as_right_vs_no_signal_slow,-0.170063961583834
11,IFG,R,stop_as_right_vs_no_signal_slow,0.707873729559091
12,IFG,R,stop_as_right_vs_no_signal_slow,1.47088645298321
13,IFG,R,stop_as_right_vs_no_signal_slow,0.363801875366614
14,IFG,R,stop_as_right_vs_no_signal_slow,-0.453774482871477
15,IFG,R,stop_as_right_vs_no_signal_slow,-0.16238991300074
16,IFG,R,stop_as_right_vs_no_signal_slow,2.25409255921841
17,IFG,R,stop_as_right_vs_no_signal_slow,0.0567283653295957
18,IFG,R,stop_as_right_vs_no_signal_slow,4.16448275859539
19,IFG,R,stop_as_right_vs_no_signal_slow,2.17085846112325
20,IFG,R,stop_as_right_vs_no_signal_slow,0.771542813915473
21,IFG,R,stop_as_right_vs_no_signal_slow,2.32834423046846
22,IFG,R,stop_as_right_vs_no_signal_slow,1.49809142947197
23,IFG,R,stop_as_right_vs_no_signal_slow,-0.847186967873803
24,IFG,R,stop_as_right_vs_no_signal_slow,0.414354495990735
25,IFG,R,stop_as_right_vs_no_signal_slow,-2.5347710618606
26,IFG,R,stop_as_right_vs_no_signal_slow,0.880503944479502
27,IFG,R,stop_as_right_vs_no_signal_slow,2.32140306096811
28,IFG,R,stop_as_right_vs_no_signal_slow,1.84365847477546
29,IFG,R,stop_as_right_vs_no_signal_slow,1.71311202186805
30,IFG,R,stop_as_right_vs_no_signal_slow,-0.111309384210752
1,IFJ,R,stop_as_right_vs_no_signal_slow,2.361937385339
2,IFJ,R,stop_as_right_vs_no_signal_slow,2.32247255857174
3,IFJ,R,stop_as_right_vs_no_signal_slow,3.50459798482748
4,IFJ,R,stop_as_right_vs_no_signal_slow,1.99768105149269
5,IFJ,R,stop_as_right_vs_no_signal_slow,2.24048843062841
6,IFJ,R,stop_as_right_vs_no_signal_slow,-1.13377631111787
7,IFJ,R,stop_as_right_vs_no_signal_slow,5.49244748629056
8,IFJ,R,stop_as_right_vs_no_signal_slow,3.41416415801415
9,IFJ,R,stop_as_right_vs_no_signal_slow,1.39473238243507
10,IFJ,R,stop_as_right_vs_no_signal_slow,1.68822415287678
11,IFJ,R,stop_as_right_vs_no_signal_slow,0.966407521412923
12,IFJ,R,stop_as_right_vs_no_signal_slow,-0.0180193452307811
13,IFJ,R,stop_as_right_vs_no_signal_slow,1.83564670269306
14,IFJ,R,stop_as_right_vs_no_signal_slow,1.54098071000324
15,IFJ,R,stop_as_right_vs_no_signal_slow,1.4276718674944
16,IFJ,R,stop_as_right_vs_no_signal_slow,2.83914800561391
17,IFJ,R,stop_as_right_vs_no_signal_slow,1.61698960455564
18,IFJ,R,stop_as_right_vs_no_signal_slow,3.75094254945333
19,IFJ,R,stop_as_right_vs_no_signal_slow,4.36138061376718
20,IFJ,R,stop_as_right_vs_no_signal_slow,3.93102822853969
21,IFJ,R,stop_as_right_vs_no_signal_slow,0.308761678206233
22,IFJ,R,stop_as_right_vs_no_signal_slow,2.95340219369301
23,IFJ,R,stop_as_right_vs_no_signal_slow,0.259508152993826
24,IFJ,R,stop_as_right_vs_no_signal_slow,2.69434891985013
25,IFJ,R,stop_as_right_vs_no_signal_slow,1.15481108656296
26,IFJ,R,stop_as_right_vs_no_signal_slow,1.87274619936943
27,IFJ,R,stop_as_right_vs_no_signal_slow,2.00031654192851
28,IFJ,R,stop_as_right_vs_no_signal_slow,2.36801337393431
29,IFJ,R,stop_as_right_vs_no_signal_slow,3.42617858831699
30,IFJ,R,stop_as_right_vs_no_signal_slow,1.58040558374845
1,M1,R,stop_as_right_vs_no_signal_slow,0.0762041650320354
2,M1,R,stop_as_right_vs_no_signal_slow,0.374098789142935
3,M1,R,stop_as_right_vs_no_signal_slow,3.32889721895519
4,M1,R,stop_as_right_vs_no_signal_slow,3.54034668869442
5,M1,R,stop_as_right_vs_no_signal_slow,0.549951907835509
6,M1,R,stop_as_right_vs_no_signal_slow,-2.22730312535637
7,M1,R,stop_as_right_vs_no_signal_slow,1.1199688440875
8,M1,R,stop_as_right_vs_no_signal_slow,0.692642061333907
9,M1,R,stop_as_right_vs_no_signal_slow,0.55751740148193
10,M1,R,stop_as_right_vs_no_signal_slow,2.30091084304609
11,M1,R,stop_as_right_vs_no_signal_slow,1.06082345466865
12,M1,R,stop_as_right_vs_no_signal_slow,-0.083504949745379
13,M1,R,stop_as_right_vs_no_signal_slow,1.50355813377782
14,M1,R,stop_as_right_vs_no_signal_slow,0.372841512686328
15,M1,R,stop_as_right_vs_no_signal_slow,1.02262192180282
16,M1,R,stop_as_right_vs_no_signal_slow,1.56974329917054
17,M1,R,stop_as_right_vs_no_signal_slow,0.581673655070757
18,M1,R,stop_as_right_vs_no_signal_slow,1.29423910457837
19,M1,R,stop_as_right_vs_no_signal_slow,-0.579431758115166
20,M1,R,stop_as_right_vs_no_signal_slow,1.39394110441208
21,M1,R,stop_as_right_vs_no_signal_slow,2.65539206329145
22,M1,R,stop_as_right_vs_no_signal_slow,2.7828334820898
23,M1,R,stop_as_right_vs_no_signal_slow,0.154929568108759
24,M1,R,stop_as_right_vs_no_signal_slow,0.188801031973627
25,M1,R,stop_as_right_vs_no_signal_slow,0.242484660329003
26,M1,R,stop_as_right_vs_no_signal_slow,1.36411021885119
27,M1,R,stop_as_right_vs_no_signal_slow,0.656697768914072
28,M1,R,stop_as_right_vs_no_signal_slow,1.24092150675623
29,M1,R,stop_as_right_vs_no_signal_slow,2.75325501278827
30,M1,R,stop_as_right_vs_no_signal_slow,0.733663931881127
1,PMd,R,stop_as_right_vs_no_signal_slow,3.37002590298653
2,PMd,R,stop_as_right_vs_no_signal_slow,2.62499754016216
3,PMd,R,stop_as_right_vs_no_signal_slow,5.37052173614502
4,PMd,R,stop_as_right_vs_no_signal_slow,4.16489778573696
5,PMd,R,stop_as_right_vs_no_signal_slow,1.31504535216552
6,PMd,R,stop_as_right_vs_no_signal_slow,0.25716758118226
7,PMd,R,stop_as_right_vs_no_signal_slow,6.37118255175077
8,PMd,R,stop_as_right_vs_no_signal_slow,3.77439427719666
9,PMd,R,stop_as_right_vs_no_signal_slow,3.12136086592307
10,PMd,R,stop_as_right_vs_no_signal_slow,4.85372800551928
11,PMd,R,stop_as_right_vs_no_signal_slow,3.33767082599493
12,PMd,R,stop_as_right_vs_no_signal_slow,4.1773958664674
13,PMd,R,stop_as_right_vs_no_signal_slow,5.61393223762512
14,PMd,R,stop_as_right_vs_no_signal_slow,2.49883944713152
15,PMd,R,stop_as_right_vs_no_signal_slow,0.451077682181047
16,PMd,R,stop_as_right_vs_no_signal_slow,2.55655830296186
17,PMd,R,stop_as_right_vs_no_signal_slow,4.35304525265327
18,PMd,R,stop_as_right_vs_no_signal_slow,5.71153626075158
19,PMd,R,stop_as_right_vs_no_signal_slow,2.05991213596784
20,PMd,R,stop_as_right_vs_no_signal_slow,4.29860394734603
21,PMd,R,stop_as_right_vs_no_signal_slow,5.57537841338378
22,PMd,R,stop_as_right_vs_no_signal_slow,6.28286296587724
23,PMd,R,stop_as_right_vs_no_signal_slow,2.73469782104859
24,PMd,R,stop_as_right_vs_no_signal_slow,2.75138890743256
25,PMd,R,stop_as_right_vs_no_signal_slow,1.25279618111941
26,PMd,R,stop_as_right_vs_no_signal_slow,2.61153527865043
27,PMd,R,stop_as_right_vs_no_signal_slow,1.54386359854386
28,PMd,R,stop_as_right_vs_no_signal_slow,4.32588061919579
29,PMd,R,stop_as_right_vs_no_signal_slow,6.70983947240389
30,PMd,R,stop_as_right_vs_no_signal_slow,3.9436221076892
1,SMA,R,stop_as_right_vs_no_signal_slow,3.0843117918287
2,SMA,R,stop_as_right_vs_no_signal_slow,1.06341773606837
3,SMA,R,stop_as_right_vs_no_signal_slow,1.19621140816632
4,SMA,R,stop_as_right_vs_no_signal_slow,9.00126159892363
5,SMA,R,stop_as_right_vs_no_signal_slow,0.475379476421758
6,SMA,R,stop_as_right_vs_no_signal_slow,0.482983753085136
7,SMA,R,stop_as_right_vs_no_signal_slow,3.92828622731296
8,SMA,R,stop_as_right_vs_no_signal_slow,1.04230455966557
9,SMA,R,stop_as_right_vs_no_signal_slow,-0.219698458909988
10,SMA,R,stop_as_right_vs_no_signal_slow,2.35325379748093
11,SMA,R,stop_as_right_vs_no_signal_slow,2.51480269432068
12,SMA,R,stop_as_right_vs_no_signal_slow,0.699445704096242
13,SMA,R,stop_as_right_vs_no_signal_slow,1.07907902880719
14,SMA,R,stop_as_right_vs_no_signal_slow,1.45487966388464
15,SMA,R,stop_as_right_vs_no_signal_slow,-1.05696018226445
16,SMA,R,stop_as_right_vs_no_signal_slow,1.45110767256272
17,SMA,R,stop_as_right_vs_no_signal_slow,2.68312996774912
18,SMA,R,stop_as_right_vs_no_signal_slow,7.46865834687885
19,SMA,R,stop_as_right_vs_no_signal_slow,0.563913640379906
20,SMA,R,stop_as_right_vs_no_signal_slow,2.04535181181771
21,SMA,R,stop_as_right_vs_no_signal_slow,1.67397311851382
22,SMA,R,stop_as_right_vs_no_signal_slow,3.07620969257857
23,SMA,R,stop_as_right_vs_no_signal_slow,1.28823663791021
24,SMA,R,stop_as_right_vs_no_signal_slow,2.79443730962904
25,SMA,R,stop_as_right_vs_no_signal_slow,0.998924522172837
26,SMA,R,stop_as_right_vs_no_signal_slow,2.63683922588825
27,SMA,R,stop_as_right_vs_no_signal_slow,0.141997052800088
28,SMA,R,stop_as_right_vs_no_signal_slow,2.22164461800927
29,SMA,R,stop_as_right_vs_no_signal_slow,4.56513344540316
30,SMA,R,stop_as_right_vs_no_signal_slow,2.7479514621553
1,Striatum,R,stop_as_right_vs_no_signal_slow,1.93084014505148
2,Striatum,R,stop_as_right_vs_no_signal_slow,1.52290350720286
3,Striatum,R,stop_as_right_vs_no_signal_slow,2.82840188741684
4,Striatum,R,stop_as_right_vs_no_signal_slow,2.72166016474366
5,Striatum,R,stop_as_right_vs_no_signal_slow,5.30798040032387
6,Striatum,R,stop_as_right_vs_no_signal_slow,0.060221729055047
7,Striatum,R,stop_as_right_vs_no_signal_slow,3.48593946695328
8,Striatum,R,stop_as_right_vs_no_signal_slow,1.22006022557616
9,Striatum,R,stop_as_right_vs_no_signal_slow,1.08714906908572
10,Striatum,R,stop_as_right_vs_no_signal_slow,2.23544590622187
11,Striatum,R,stop_as_right_vs_no_signal_slow,0.249183985963464
12,Striatum,R,stop_as_right_vs_no_signal_slow,1.98860942721367
13,Striatum,R,stop_as_right_vs_no_signal_slow,2.12405766248703
14,Striatum,R,stop_as_right_vs_no_signal_slow,2.00190685987473
15,Striatum,R,stop_as_right_vs_no_signal_slow,-0.279047582671046
16,Striatum,R,stop_as_right_vs_no_signal_slow,3.72264320105314
17,Striatum,R,stop_as_right_vs_no_signal_slow,2.64055269360542
18,Striatum,R,stop_as_right_vs_no_signal_slow,5.3923997759819
19,Striatum,R,stop_as_right_vs_no_signal_slow,3.91083265841007
20,Striatum,R,stop_as_right_vs_no_signal_slow,0.0420283421874046
21,Striatum,R,stop_as_right_vs_no_signal_slow,0.714101310819387
22,Striatum,R,stop_as_right_vs_no_signal_slow,0.165694976225495
23,Striatum,R,stop_as_right_vs_no_signal_slow,4.46269211769104
24,Striatum,R,stop_as_right_vs_no_signal_slow,-1.04827987775207
25,Striatum,R,stop_as_right_vs_no_signal_slow,2.05515897572041
26,Striatum,R,stop_as_right_vs_no_signal_slow,1.7069854170084
27,Striatum,R,stop_as_right_vs_no_signal_slow,1.22994434908032
28,Striatum,R,stop_as_right_vs_no_signal_slow,1.87075600028038
29,Striatum,R,stop_as_right_vs_no_signal_slow,4.69618095159531
30,Striatum,R,stop_as_right_vs_no_signal_slow,0.0442106619477272
1,preSMA,R,stop_as_right_vs_no_signal_slow,2.61717842353715
2,preSMA,R,stop_as_right_vs_no_signal_slow,0.723294408784972
3,preSMA,R,stop_as_right_vs_no_signal_slow,2.97118367751439
4,preSMA,R,stop_as_right_vs_no_signal_slow,5.1686014201906
5,preSMA,R,stop_as_right_vs_no_signal_slow,2.26543109615644
6,preSMA,R,stop_as_right_vs_no_signal_slow,-0.234282762226131
7,preSMA,R,stop_as_right_vs_no_signal_slow,1.86283779806561
8,preSMA,R,stop_as_right_vs_no_signal_slow,2.10383597016335
9,preSMA,R,stop_as_right_vs_no_signal_slow,1.83328471581141
10,preSMA,R,stop_as_right_vs_no_signal_slow,2.86216501063771
11,preSMA,R,stop_as_right_vs_no_signal_slow,0.571397004856004
12,preSMA,R,stop_as_right_vs_no_signal_slow,3.03315567970276
13,preSMA,R,stop_as_right_vs_no_signal_slow,2.46311240229342
14,preSMA,R,stop_as_right_vs_no_signal_slow,1.29843831476238
15,preSMA,R,stop_as_right_vs_no_signal_slow,2.33894654777315
16,preSMA,R,stop_as_right_vs_no_signal_slow,0.267072190841039
17,preSMA,R,stop_as_right_vs_no_signal_slow,1.54349899167816
18,preSMA,R,stop_as_right_vs_no_signal_slow,3.51323181390762
19,preSMA,R,stop_as_right_vs_no_signal_slow,0.99347561183903
20,preSMA,R,stop_as_right_vs_no_signal_slow,2.05431272586187
21,preSMA,R,stop_as_right_vs_no_signal_slow,1.54426276435455
22,preSMA,R,stop_as_right_vs_no_signal_slow,1.84396165505879
23,preSMA,R,stop_as_right_vs_no_signal_slow,1.08652697751919
24,preSMA,R,stop_as_right_vs_no_signal_slow,0.704236473474238
25,preSMA,R,stop_as_right_vs_no_signal_slow,0.891613471839163
26,preSMA,R,stop_as_right_vs_no_signal_slow,1.60045095947054
27,preSMA,R,stop_as_right_vs_no_signal_slow,1.69527795579698
28,preSMA,R,stop_as_right_vs_no_signal_slow,1.47908347348372
29,preSMA,R,stop_as_right_vs_no_signal_slow,2.86101545559035
30,preSMA,R,stop_as_right_vs_no_signal_slow,2.30037930938933
1,IFG,R,stop_ss_vs_no_signal_slow,1.66368514070144
2,IFG,R,stop_ss_vs_no_signal_slow,0.214555352120302
3,IFG,R,stop_ss_vs_no_signal_slow,2.16443183330389
4,IFG,R,stop_ss_vs_no_signal_slow,0.192196922806593
5,IFG,R,stop_ss_vs_no_signal_slow,-1.3031974790188
6,IFG,R,stop_ss_vs_no_signal_slow,0.592262207028957
7,IFG,R,stop_ss_vs_no_signal_slow,2.20760255364271
8,IFG,R,stop_ss_vs_no_signal_slow,1.67119119488276
9,IFG,R,stop_ss_vs_no_signal_slow,0.895820378110959
10,IFG,R,stop_ss_vs_no_signal_slow,0.24373387846236
11,IFG,R,stop_ss_vs_no_signal_slow,0.608439941818897
12,IFG,R,stop_ss_vs_no_signal_slow,1.81866339995311
13,IFG,R,stop_ss_vs_no_signal_slow,-0.303267772381122
14,IFG,R,stop_ss_vs_no_signal_slow,-0.329230570449279
15,IFG,R,stop_ss_vs_no_signal_slow,-0.436364377920444
16,IFG,R,stop_ss_vs_no_signal_slow,0.929582896857308
17,IFG,R,stop_ss_vs_no_signal_slow,0.827990002357043
18,IFG,R,stop_ss_vs_no_signal_slow,0.451226559395974
19,IFG,R,stop_ss_vs_no_signal_slow,0.602337945539218
20,IFG,R,stop_ss_vs_no_signal_slow,0.633195722332368
21,IFG,R,stop_ss_vs_no_signal_slow,1.7427892856873
22,IFG,R,stop_ss_vs_no_signal_slow,-1.06031953292684
23,IFG,R,stop_ss_vs_no_signal_slow,1.1417544166056
24,IFG,R,stop_ss_vs_no_signal_slow,1.02154770264259
25,IFG,R,stop_ss_vs_no_signal_slow,-1.54824416568646
26,IFG,R,stop_ss_vs_no_signal_slow,-0.0903166420757771
27,IFG,R,stop_ss_vs_no_signal_slow,1.56489009123582
28,IFG,R,stop_ss_vs_no_signal_slow,0.439816055389551
29,IFG,R,stop_ss_vs_no_signal_slow,1.82506470267589
30,IFG,R,stop_ss_vs_no_signal_slow,-0.0146277906516424
1,IFJ,R,stop_ss_vs_no_signal_slow,1.43190527363465
2,IFJ,R,stop_ss_vs_no_signal_slow,1.11182926537899
3,IFJ,R,stop_ss_vs_no_signal_slow,3.46061072211999
4,IFJ,R,stop_ss_vs_no_signal_slow,0.275582918753991
5,IFJ,R,stop_ss_vs_no_signal_slow,-0.739266759787615
6,IFJ,R,stop_ss_vs_no_signal_slow,1.87040591211273
7,IFJ,R,stop_ss_vs_no_signal_slow,4.17395362487206
8,IFJ,R,stop_ss_vs_no_signal_slow,1.1819826490604
9,IFJ,R,stop_ss_vs_no_signal_slow,1.41742158752794
10,IFJ,R,stop_ss_vs_no_signal_slow,1.06709037377284
11,IFJ,R,stop_ss_vs_no_signal_slow,1.30724805249618
12,IFJ,R,stop_ss_vs_no_signal_slow,1.66090679168701
13,IFJ,R,stop_ss_vs_no_signal_slow,0.931394352935828
14,IFJ,R,stop_ss_vs_no_signal_slow,1.10918192321864
15,IFJ,R,stop_ss_vs_no_signal_slow,1.43346864271622
16,IFJ,R,stop_ss_vs_no_signal_slow,2.68206841441301
17,IFJ,R,stop_ss_vs_no_signal_slow,0.700147801723618
18,IFJ,R,stop_ss_vs_no_signal_slow,2.42480041659795
19,IFJ,R,stop_ss_vs_no_signal_slow,4.6955647285168
