set,set,cluster,cluster,cluster,cluster,peak,peak,peak,peak,peak,,,
p,c,p(FWE-corr),p(FDR-corr),equivk,p(unc),p(FWE-corr),p(FDR-corr),T,equivZ,p(unc),x,y,z {mm},
0.019,2,0.000,0.215,1456,0.000,0.000,0.000, 12.25, 7.21,0.000, 32, 24,  0,
,,,,,,0.000,0.000, 11.79, 7.08,0.000,-27, -4, 56,
,,,,,,0.000,0.000, 11.55, 7.02,0.000,-20,  0, 66,
,,0.000,0.215,74,0.000,0.000,0.000,  8.90, 6.13,0.000, 40,-35, 56,
,,,,,,0.000,0.000,  8.35, 5.91,0.000, 43,-24, 42,
