iData,ROI,Hemisphere,contrast,mean_activation,z_score,is_outlier,count,BF10,BF01
6,M1,L,"S[""AS, right""] - S[""SS""]",-3.0525181459056,-2.2437221694098466,FALSE,29,0.31996046994502797,3.1253860833865157
7,M1,L,"S[""AS, right""] - S[""SS""]",-0.34811296272609,-0.4328287845352346,FALSE,29,0.31996046994502797,3.1253860833865157
8,M1,L,"S[""AS, right""] - S[""SS""]",-0.945424574737748,-0.8327938687719868,FALSE,29,0.31996046994502797,3.1253860833865157
9,M1,L,"S[""AS, right""] - S[""SS""]",-2.01814677980211,-1.5510980478356082,FALSE,29,0.31996046994502797,3.1253860833865157
10,M1,L,"S[""AS, right""] - S[""SS""]",2.55781942605972,1.513008981371681,FALSE,29,0.31996046994502797,3.1253860833865157
11,M1,L,"S[""AS, right""] - S[""SS""]",1.46230100923114,0.7794402593539272,FALSE,29,0.31996046994502797,3.1253860833865157
12,M1,L,"S[""AS, right""] - S[""SS""]",-1.06540521813764,-0.913133957896658,FALSE,29,0.31996046994502797,3.1253860833865157
13,M1,L,"S[""AS, right""] - S[""SS""]",0.904998812410567,0.4062658297693957,FALSE,29,0.31996046994502797,3.1253860833865157
14,M1,L,"S[""AS, right""] - S[""SS""]",1.06049147413837,0.5103850772367355,FALSE,29,0.31996046994502797,3.1253860833865157
15,M1,L,"S[""AS, right""] - S[""SS""]",0.584541151300073,0.19168457462066812,FALSE,29,0.31996046994502797,3.1253860833865157
16,M1,L,"S[""AS, right""] - S[""SS""]",1.06115995595853,0.5108326985153687,FALSE,29,0.31996046994502797,3.1253860833865157
17,M1,L,"S[""AS, right""] - S[""SS""]",-0.787714303367668,-0.7271896904753425,FALSE,29,0.31996046994502797,3.1253860833865157
18,M1,L,"S[""AS, right""] - S[""SS""]",1.78595888283518,0.9961644048028214,FALSE,29,0.31996046994502797,3.1253860833865157
19,M1,L,"S[""AS, right""] - S[""SS""]",-2.0633944272995,-1.5813962686953345,FALSE,29,0.31996046994502797,3.1253860833865157
20,M1,L,"S[""AS, right""] - S[""SS""]",0.289180400884814,-0.006091569429522796,FALSE,29,0.31996046994502797,3.1253860833865157
21,M1,L,"S[""AS, right""] - S[""SS""]",0.0353593627611796,-0.17605235849283327,FALSE,29,0.31996046994502797,3.1253860833865157
22,M1,L,"S[""AS, right""] - S[""SS""]",2.23287309126721,1.2954220710318676,FALSE,29,0.31996046994502797,3.1253860833865157
23,M1,L,"S[""AS, right""] - S[""SS""]",0.713271647277806,0.27788364162720064,FALSE,29,0.31996046994502797,3.1253860833865157
